Time,Plasma_Current (A),Plasma_Density (particlesm3),Plasma_Temperature (K),Fusion_Power (W),ICRH_Power (W),Radiation_Power (W),LHCD_Power (W),NBI_Power (W),Total_Heating_Power (W),Injection_Rate
85,27.281332944082273,8.08585148025569e+16,461466.504784266,31327.745109173233,15405.947924188324,3829.650728485618,3173.2854493948225,-2317.930969920909,16261.302403662237,2.8182761167649976e+18
86,25.33552041680823,1.3099588619732918e+17,259068.78038281738,19537.402540581927,21066.91868075053,3734.644704364694,2106.6476872769053,15616.935304327786,38790.501672355225,2.851827022916962e+18
87,18.614669548591316,1.5216992803952918e+17,586204.3161475167,23955.495208951223,6978.412946166294,3698.943551334828,2810.7104142618964,1230.430647272471,11019.554007700663,2.885377929068926e+18
88,39.40823661723273,8.409874134725189e+16,805568.1183571648,14935.039141244,10782.923936680883,6923.358452478113,4925.414257192734,7559.798068389607,23268.136262263222,2.91892883522089e+18
89,18.758755267811097,6.2027121477333384e+16,712028.5120805608,19162.94350911187,19382.409774614374,3930.2011140078394,4536.955199549162,6812.039469774606,30731.404443938143,2.9524797413728543e+18
90,27.472705678797713,2.049471175123016e+16,537082.0108508553,25468.553060207676,23148.82388946235,5291.829343589554,7380.543605704765,9541.637680890606,40071.00517605772,2.986030647524819e+18
91,32.328596678080274,8.790809299697389e+16,396273.1408761573,24558.74922118111,31908.11940258638,7898.81090467751,3324.0174683474042,6737.22281384181,41969.3596847756,3.019581553676783e+18
92,23.383117767436545,1.869903459320837e+17,348995.45983491896,17600.554827195705,36819.61718864228,7979.200437445255,3634.972006555708,13487.527332925492,53942.116528123486,3.0531324598287473e+18
93,12.843441852695111,1.3028338546963622e+17,132903.6080679397,11397.75302180894,11124.102868754228,10322.085597260017,5880.384259731655,11368.258835707464,28372.745964193346,3.0866833659807114e+18
94,51.362841597499056,1.4249206574229446e+17,780482.5092811523,24886.282908491303,13468.348630703036,4577.723118718184,3318.7759011824683,11574.072778841732,28361.197310727235,3.1202342721326756e+18
95,14.880102539087645,6.253487811414152e+16,908863.475519113,29529.92846351319,16191.744188845705,13842.570375133506,3250.314016330166,8761.787721114446,28203.84592629032,3.15378517828464e+18
96,15.254765692629608,1.7196143530856608e+16,723331.7093555928,13051.279831498407,16207.613319494167,6115.446062431531,5736.344478638435,6571.923706444782,28515.88150457738,3.1873360844366044e+18
97,42.192066141353855,2.3477434775413357e+17,192112.89825818525,21583.73847087761,16774.478509094388,7005.441549974237,1981.1485569460037,17166.59227610056,35922.21934214095,3.2208869905885686e+18
98,31.504736892767458,1.511223317610364e+17,569807.085584522,12946.606342182678,14811.605236847561,4620.8742112422315,2639.556568109482,4903.139184750929,22354.300989707972,3.2544378967405327e+18
99,13.09092568951052,1.3403387773860162e+17,544750.8725985447,9050.008092376986,23371.20369891009,8592.849499118167,5255.366794830194,6142.752878709418,34769.3233724497,3.287988802892497e+18
100,25.306868099089073,8.255591834809414e+16,374408.08189967205,24741.37908584329,8345.68611435581,7756.883624702372,6018.808159773401,8227.102817660727,22591.59709178994,3.3215397090444616e+18
101,28.711289903740184,1.4674290446389715e+17,517905.95504416106,13523.170948332361,16247.898615614784,8139.47983433207,4840.35737879265,2763.6925249851765,23851.94851939261,3.3550906151964257e+18
102,32.91276005729908,1.6371797133305142e+17,581836.4593781813,17106.407389664648,6714.897175842747,14028.697989841725,3641.6628837596986,4534.8592663114905,14891.419325913936,3.38864152134839e+18
103,22.8809232842218,1.3997921393945211e+17,825995.2718964795,16819.628518945297,19698.200808373516,6870.98743983172,4492.036902617927,12002.529915488367,36192.76762647981,3.422192427500354e+18
104,71.64576382997579,1.2594517435187078e+17,303769.3937430014,14136.381916351613,24292.8569687099,6645.442067910864,4751.79283307994,10196.771255150106,39241.421056939944,3.455743333652318e+18
105,54.351953352435224,8.690643809550422e+16,559469.6366995815,19055.314380253523,31505.35534476822,11421.004123280367,9115.148431208896,16425.31375356734,57045.81752954446,3.489294239804283e+18
106,51.16084676870618,8.137622588699573e+16,697479.6396209425,25270.938661917207,6039.650794037292,5162.461489422777,3820.343113538985,10350.547846425161,20210.54175400144,3.522845145956247e+18
107,15.437632176566328,1.8375989129728333e+17,485810.89739225816,30369.671335985764,22354.393520982652,4252.372516960173,8699.863776437789,14059.438873049587,45113.69617047003,3.556396052108211e+18
108,29.04249459803195,7.164563609049546e+16,774282.3929203991,23320.543683801716,16527.26984758928,4677.902293204268,-829.2380946800267,15359.735063253876,31057.76681616313,3.5899469582601754e+18
109,21.395634875483857,1.408747977197258e+17,441131.87541218434,8581.237016143525,17153.621977335515,7603.13970891097,7995.494652440182,10411.258032940063,35560.37466271576,3.6234978644121395e+18
110,51.37866221018555,2.091805558801006e+17,1024415.8212248241,12297.68722166094,14996.141163928754,10653.515723937555,4723.573596614942,10306.521852218628,30026.236612762325,3.6570487705641037e+18
111,68.32443539947174,1.4937607232258925e+17,949740.5131690428,21439.618735468233,9110.070842619438,10558.94713386737,7428.300210281669,11406.092109346555,27944.46316224766,3.6905996767160684e+18
112,21.316107977210564,3.632292327098133e+16,530004.9873651229,20334.0720843013,9582.252305196584,5302.388336366206,5532.1132658270335,8320.10525125353,23434.470822277148,3.7241505828680325e+18
113,43.30194425743252,1.086814014296367e+17,736320.8322289663,30289.57774055229,20743.888288668724,4802.294783547084,68.77808750273198,8239.994526532491,29052.66090270395,3.7577014890199967e+18
114,20.76254874834488,1.6491484849422502e+17,494459.0239412769,22729.172348595148,29808.769490837134,9534.435974182532,4246.251575265785,16113.993607963177,50169.0146740661,3.791252395171961e+18
115,65.92753213275167,1.70914360549761e+17,852722.0301782865,17687.363343648332,26300.63794796247,11245.529317584,10635.859133794545,10679.27630392169,47615.77338567871,3.824803301323925e+18
116,46.049178989703655,4.501362879946883e+16,532392.0359700245,18743.44845433197,17456.07455017035,10068.71404499457,7475.438559394701,9354.56222513026,34286.07533469531,3.8583542074758897e+18
117,43.757778259677025,1.4363440372649045e+17,122178.10880462558,30536.910896573107,25156.300144032466,11173.682399147856,7051.392843543495,13495.941665690838,45703.634653266796,3.891905113627854e+18
118,46.68487389577002,1.7635415717360758e+17,648153.3241505637,14042.879425365192,19045.475484783707,13011.859218151281,5800.856766156228,9374.817034274623,34221.14928521456,3.925456019779818e+18
119,34.00721251163742,9.09435147441252e+16,631946.4372787125,20006.852869288166,21117.112390306014,9003.93189751734,5470.756850094638,5074.175907970954,31662.045148371606,3.959006925931782e+18
120,55.8142809990773,1.1383213341497115e+17,777986.7972962356,23229.088895937777,14556.337627539346,8370.545448723004,3294.7179864611617,11026.499576908522,28877.555190909028,3.9925578320837463e+18
121,26.961424580879736,6.541445036004475e+16,639959.4980714349,25782.539436080857,20227.92452831067,5319.080626632999,8458.41081463526,11291.699085488803,39978.03442843473,4.0261087382357105e+18
122,67.1441411211685,1.3302261796961498e+17,891983.6485224873,39390.318079841854,30733.56137437726,11965.905295459477,7435.519418737987,7931.107869690252,46100.1886628055,4.059659644387675e+18
123,29.888254554390006,1.1229726125930702e+17,492581.7974952067,10460.721642239878,24119.137459448655,9909.357290810814,7892.794957581378,12624.699925997564,44636.632343027595,4.0932105505396393e+18
124,55.69565351744437,2.1694973717053923e+17,998623.1896909317,30592.199839062887,30926.254757739556,13091.85379175406,8402.515913182255,8469.99312827075,47798.76379919256,4.1267614566916035e+18
125,56.73109599379454,1.6233548415840918e+17,377645.3136275513,24867.486098533234,20363.871468716457,8291.993965667905,9382.804880132097,6708.402195039062,36455.07854388762,4.1603123628435676e+18
126,43.24555800717774,1.7542590257157238e+17,790472.1394233626,34034.74917830101,21583.85888513588,10246.064259862133,8662.14437244203,7344.378816462303,37590.382074040215,4.193863268995532e+18
127,67.11137240283352,1.8487419546010944e+17,717787.617752471,8611.549927942942,13149.149838027464,5536.972011151562,8280.582102395456,4863.672936734216,26293.404877157136,4.2274141751474964e+18
128,52.69121466074852,1.703148255975744e+17,735664.238057749,33348.09004962878,23153.507190446326,7563.160331979579,8449.376275214494,9599.74321995673,41202.62668561755,4.2609650812994606e+18
129,44.70494101469108,1.6598121651348262e+17,713674.8604917022,32737.803928727535,22577.201002497124,9653.32148303682,10018.982165672296,10725.534446288444,43321.71761445786,4.294515987451425e+18
130,55.443126770641236,7.706965447009408e+16,659604.6611721871,22852.916408356217,20443.015477877423,11357.755841112636,9428.013158460533,11946.135354440219,41817.16399077818,4.328066893603389e+18
131,14.87568402929039,1.323300428951448e+17,634427.3980097388,40577.72447309328,19903.303426669645,9779.71796774553,9195.022553140314,8673.11045951822,37771.43643932818,4.361617799755353e+18
132,43.69734835470648,1.904968355223035e+17,705127.4900182274,20517.41551303527,22798.75443629512,6495.606198019482,8569.904852818847,13997.75078831724,45366.41007743121,4.395168705907318e+18
133,46.34711952898169,1.9526403131338093e+17,369954.17860853893,23117.064147404388,31558.124649503534,10149.947322450902,7445.902140167865,14645.33988433204,53649.36667400344,4.428719612059282e+18
134,37.605366863096094,6.047530251911128e+16,556105.3066564691,30114.952356382815,23971.526498174237,9497.5546376071,3671.0491946525854,15397.956612018406,43040.53230484523,4.462270518211246e+18
135,57.923418165187734,1.3487792400822976e+17,273640.56012226973,42142.326008566015,30597.024013824204,9034.53971460099,4156.07015603543,10382.90723780546,45136.0014076651,4.49582142436321e+18
136,51.955557293895325,1.6604753249375357e+17,496018.5265754481,26373.242270800743,17240.03292983086,9426.182501176392,5525.080269586284,15780.700978795823,38545.81417821297,4.5293723305151744e+18
137,65.69385698910158,1.771571711604227e+17,259753.17722450098,31345.053494641637,21654.65373934293,4080.708270145831,7896.107775610505,7474.959792386115,37025.721307339554,4.562923236667139e+18
138,62.95324047752228,1.4319433155194806e+17,1106831.2904151164,18381.992622536553,25791.842167472227,8491.736950459268,6544.335873661992,15500.347413043375,47836.525454177594,4.596474142819103e+18
139,70.24509808504412,2.4126352666775008e+17,129368.06109463063,25226.681959663874,15844.4386388293,11332.860548001448,4816.742697259197,15187.768485850676,35848.949821939175,4.630025048971067e+18
140,61.04018659179464,2.1588835311859283e+17,492558.3739535963,27112.349828791917,19676.28696015649,7581.606905014428,6080.426190378332,10764.927428704445,36521.64057923926,4.663575955123032e+18
141,68.0000630005615,2.1151566180765363e+17,548072.6864097163,33563.49999967335,23449.030982438562,15080.242675001027,7933.300134637861,11859.766236788711,43242.09735386513,4.697126861274996e+18
142,76.53943239174136,1.7420844999397885e+17,800022.3117795705,39576.47779785914,30095.21921192269,10846.707490276134,8822.662325800196,16631.75182754549,55549.633365268375,4.73067776742696e+18
143,76.99164334799006,1.727242809686244e+17,571797.9785844212,23300.147673244577,15861.76145206766,8551.603030026527,6619.627828136783,19089.889916029715,41571.27919623416,4.764228673578924e+18
144,62.68509102594492,1.9684060491067546e+17,407362.2507966771,20759.55253695547,17459.8361754903,15685.370946003015,8688.656900046199,16535.475058825697,42683.9681343622,4.797779579730889e+18
145,53.1204425423715,1.9677814530831645e+17,957370.2376374579,37149.22119714437,27495.84688871946,10716.29255603102,6422.942567162192,18308.469812540585,52227.25926842224,4.831330485882853e+18
146,48.980960550198546,1.370757913287824e+17,780022.8476133702,50388.65328744879,25200.825780017723,6561.1919771385255,8428.228223168358,14569.053774970573,48198.10777815666,4.864881392034817e+18
147,62.63358249394933,1.868218107601838e+17,905052.2231778544,23846.190600102862,19722.473103842494,13744.177874721938,13326.733009515943,16820.324094410025,49869.53020776846,4.898432298186782e+18
148,21.01518670861787,1.6658028449991936e+17,988386.0655835095,36099.654812619905,28851.227781257447,10283.432735904857,9773.28396797561,10374.4160501851,48998.92779941816,4.931983204338745e+18
149,67.8365297806166,1.7660490397964112e+17,442205.6406361227,20115.50740883948,10996.522337776487,7205.2727109317275,5298.4511570243885,13892.461853867853,30187.435348668725,4.96553411049071e+18
150,58.84608793769139,2.4095321828753606e+17,984239.3678475633,25353.011473932707,37724.108597130835,12141.993932851597,9159.21369347593,14150.082406123147,61033.40469672991,4.999085016642674e+18
151,70.18935081990776,2.72064008263753e+17,1029146.8310612114,38298.9740737735,27569.493107570837,10304.846080187528,6303.240900684675,8036.631239356725,41909.36524761224,5.032635922794638e+18
152,61.18116663488605,1.8976519193958378e+17,388269.85757308896,29374.97331279226,26178.047330038404,7601.175670247977,7709.156091202926,10387.68770027949,44274.89112152082,5.066186828946603e+18
